Column1;Column2;Column3;Column4;Column5;;;
Fecha y Hora;45992,58167;;;;;;
X;Y;Z;Gauss;mT;;;X
0.0;75.0;-425.0;-452.18;;;;
-37.5;75.0;-425.0;-453.82;;;;
-75.0;75.0;-425.0;-456.66;;;;
-112.5;75.0;-425.0;-460.73;;;;
-150.0;75.0;-425.0;-466.21;;;;
-187.5;75.0;-425.0;-473.06;;;;
-225.0;75.0;-425.0;-481.39;;;;
-262.5;75.0;-425.0;-491.36;;;;
-262.5;112.5;-425.0;-502.44;;;;
-225.0;112.5;-425.0;-491.39;;;;
-187.5;112.5;-425.0;-482.2;;;;
-150.0;112.5;-425.0;-474.72;;;;
-112.5;112.5;-425.0;-468.67;;;;
-75.0;112.5;-425.0;-463.9;;;;
-37.5;112.5;-425.0;-460.62;;;;
0.0;112.5;-425.0;-458.77;;;;
37.5;112.5;-425.0;-458.18;;;;
75.0;112.5;-425.0;-458.99;;;;
112.5;112.5;-425.0;-460.87;;;;
150.0;112.5;-425.0;-463.9;;;;
187.5;112.5;-425.0;-468.02;;;;
225.0;112.5;-425.0;-473.22;;;;
262.5;112.5;-425.0;-479.23;;;;
262.5;150.0;-425.0;-488.74;;;;
225.0;150.0;-425.0;-482.7;;;;
187.5;150.0;-425.0;-477.33;;;;
150.0;150.0;-425.0;-472.86;;;;
112.5;150.0;-425.0;-469.59;;;;
75.0;150.0;-425.0;-467.51;;;;
37.5;150.0;-425.0;-466.88;;;;
0.0;150.0;-425.0;-467.61;;;;
-37.5;150.0;-425.0;-469.88;;;;
-75.0;150.0;-425.0;-473.73;;;;
-112.5;150.0;-425.0;-479.19;;;;
-150.0;150.0;-425.0;-486.18;;;;
-187.5;150.0;-425.0;-494.77;;;;
-225.0;150.0;-425.0;-504.95;;;;
-262.5;150.0;-425.0;-517.58;;;;
-262.5;187.5;-425.0;-537.23;;;;
-225.0;187.5;-425.0;-522.7;;;;
-187.5;187.5;-425.0;-510.87;;;;
-150.0;187.5;-425.0;-501.0;;;;
-112.5;187.5;-425.0;-492.8;;;;
-75.0;187.5;-425.0;-486.35;;;;
-37.5;187.5;-425.0;-481.58;;;;
0.0;187.5;-425.0;-478.81;;;;
37.5;187.5;-425.0;-477.74;;;;
75.0;187.5;-425.0;-478.37;;;;
112.5;187.5;-425.0;-480.61;;;;
150.0;187.5;-425.0;-484.17;;;;
187.5;187.5;-425.0;-488.74;;;;
225.0;187.5;-425.0;-494.28;;;;
262.5;187.5;-425.0;-500.31;;;;
262.5;225.0;-425.0;-513.83;;;;
225.0;225.0;-425.0;-508.52;;;;
187.5;225.0;-425.0;-503.01;;;;
150.0;225.0;-425.0;-498.1;;;;
112.5;225.0;-425.0;-494.2;;;;
75.0;225.0;-425.0;-491.63;;;;
37.5;225.0;-425.0;-490.79;;;;
0.0;225.0;-425.0;-492.16;;;;
-37.5;225.0;-425.0;-495.92;;;;
-75.0;225.0;-425.0;-501.96;;;;
-112.5;225.0;-425.0;-509.9;;;;
-150.0;225.0;-425.0;-519.47;;;;
-187.5;225.0;-425.0;-531.13;;;;
-225.0;225.0;-425.0;-545.08;;;;
-262.5;225.0;-425.0;-562.77;;;;
-262.5;262.5;-425.0;-595.5;;;;
-225.0;262.5;-425.0;-572.92;;;;
-187.5;262.5;-425.0;-555.71;;;;
-150.0;262.5;-425.0;-541.95;;;;
-112.5;262.5;-425.0;-530.4;;;;
-75.0;262.5;-425.0;-520.42;;;;
-37.5;262.5;-425.0;-512.68;;;;
0.0;262.5;-425.0;-507.24;;;;
37.5;262.5;-425.0;-505.23;;;;
75.0;262.5;-425.0;-506.11;;;;
112.5;262.5;-425.0;-509.41;;;;
150.0;262.5;-425.0;-514.01;;;;
187.5;262.5;-425.0;-518.96;;;;
225.0;262.5;-425.0;-523.64;;;;
262.5;262.5;-425.0;-527.46;;;;
0;0;0;-453.9;;;;
262.5;262.5;-375.0;-432.42;;;;
225.0;262.5;-375.0;-449.3;;;;
187.5;262.5;-375.0;-458.91;;;;
150.0;262.5;-375.0;-464.11;;;;
112.5;262.5;-375.0;-466.84;;;;
75.0;262.5;-375.0;-468.14;;;;
37.5;262.5;-375.0;-468.73;;;;
0.0;262.5;-375.0;-468.85;;;;
-37.5;262.5;-375.0;-468.37;;;;
-75.0;262.5;-375.0;-466.7;;;;
-112.5;262.5;-375.0;-462.56;;;;
-150.0;262.5;-375.0;-453.67;;;;
-187.5;262.5;-375.0;-436.94;;;;
-225.0;262.5;-375.0;-405.61;;;;
-262.5;262.5;-375.0;-346.54;;;;
-262.5;225.0;-375.0;-414.98;;;;
-225.0;225.0;-375.0;-445.25;;;;
-187.5;225.0;-375.0;-460.65;;;;
-150.0;225.0;-375.0;-468.02;;;;
-112.5;225.0;-375.0;-471.13;;;;
-75.0;225.0;-375.0;-471.93;;;;
-37.5;225.0;-375.0;-471.65;;;;
0.0;225.0;-375.0;-471.15;;;;
37.5;225.0;-375.0;-470.81;;;;
75.0;225.0;-375.0;-470.59;;;;
112.5;225.0;-375.0;-470.29;;;;
150.0;225.0;-375.0;-469.5;;;;
187.5;225.0;-375.0;-467.4;;;;
225.0;225.0;-375.0;-462.92;;;;
262.5;225.0;-375.0;-454.14;;;;
262.5;187.5;-375.0;-462.52;;;;
225.0;187.5;-375.0;-466.69;;;;
187.5;187.5;-375.0;-468.34;;;;
150.0;187.5;-375.0;-468.74;;;;
112.5;187.5;-375.0;-468.59;;;;
75.0;187.5;-375.0;-468.39;;;;
37.5;187.5;-375.0;-468.48;;;;
0.0;187.5;-375.0;-468.96;;;;
-37.5;187.5;-375.0;-469.73;;;;
-75.0;187.5;-375.0;-470.74;;;;
-112.5;187.5;-375.0;-471.48;;;;
-150.0;187.5;-375.0;-471.17;;;;
-187.5;187.5;-375.0;-468.68;;;;
-225.0;187.5;-375.0;-461.46;;;;
-262.5;187.5;-375.0;-445.73;;;;
-262.5;150.0;-375.0;-459.27;;;;
-225.0;150.0;-375.0;-466.96;;;;
-187.5;150.0;-375.0;-469.63;;;;
-150.0;150.0;-375.0;-469.79;;;;
-112.5;150.0;-375.0;-468.76;;;;
-75.0;150.0;-375.0;-467.26;;;;
-37.5;150.0;-375.0;-465.85;;;;
0.0;150.0;-375.0;-464.94;;;;
37.5;150.0;-375.0;-464.54;;;;
75.0;150.0;-375.0;-464.58;;;;
112.5;150.0;-375.0;-465.1;;;;
150.0;150.0;-375.0;-465.74;;;;
187.5;150.0;-375.0;-466.3;;;;
225.0;150.0;-375.0;-466.29;;;;
262.5;150.0;-375.0;-464.78;;;;
262.5;112.5;-375.0;-464.5;;;;
225.0;112.5;-375.0;-464.5;;;;
187.5;112.5;-375.0;-463.65;;;;
150.0;112.5;-375.0;-462.42;;;;
112.5;112.5;-375.0;-461.45;;;;
75.0;112.5;-375.0;-460.71;;;;
37.5;112.5;-375.0;-460.48;;;;
0.0;112.5;-375.0;-460.78;;;;
-37.5;112.5;-375.0;-461.75;;;;
-75.0;112.5;-375.0;-463.26;;;;
-112.5;112.5;-375.0;-465.04;;;;
-150.0;112.5;-375.0;-466.76;;;;
-187.5;112.5;-375.0;-467.91;;;;
-225.0;112.5;-375.0;-467.55;;;;
-262.5;112.5;-375.0;-464.03;;;;
-262.5;75.0;-375.0;-464.96;;;;
-225.0;75.0;-375.0;-466.15;;;;
-187.5;75.0;-375.0;-465.21;;;;
-150.0;75.0;-375.0;-463.41;;;;
-112.5;75.0;-375.0;-461.32;;;;
-75.0;75.0;-375.0;-459.41;;;;
-37.5;75.0;-375.0;-458.01;;;;
0.0;75.0;-375.0;-457.13;;;;
37.5;75.0;-375.0;-456.87;;;;
75.0;75.0;-375.0;-457.17;;;;
112.5;75.0;-375.0;-457.97;;;;
150.0;75.0;-375.0;-459.13;;;;
187.5;75.0;-375.0;-460.73;;;;
225.0;75.0;-375.0;-462.17;;;;
262.5;75.0;-375.0;-463.13;;;;
262.5;37.5;-375.0;-461.94;;;;
225.0;37.5;-375.0;-460.41;;;;
187.5;37.5;-375.0;-458.57;;;;
150.0;37.5;-375.0;-456.9;;;;
112.5;37.5;-375.0;-455.46;;;;
75.0;37.5;-375.0;-454.62;;;;
37.5;37.5;-375.0;-454.17;;;;
0.0;37.5;-375.0;-454.47;;;;
-37.5;37.5;-375.0;-455.22;;;;
-75.0;37.5;-375.0;-456.62;;;;
-112.5;37.5;-375.0;-458.56;;;;
-150.0;37.5;-375.0;-460.72;;;;
-187.5;37.5;-375.0;-462.86;;;;
-225.0;37.5;-375.0;-464.39;;;;
-262.5;37.5;-375.0;-464.27;;;;
-262.5;0.0;-375.0;-463.35;;;;
-225.0;0.0;-375.0;-463.08;;;;
-187.5;0.0;-375.0;-461.41;;;;
-150.0;0.0;-375.0;-459.07;;;;
-112.5;0.0;-375.0;-456.83;;;;
-75.0;0.0;-375.0;-454.98;;;;
-37.5;0.0;-375.0;-453.59;;;;
0.0;0.0;-375.0;-452.77;;;;
37.5;0.0;-375.0;-452.6;;;;
75.0;0.0;-375.0;-453.04;;;;
112.5;0.0;-375.0;-453.94;;;;
150.0;0.0;-375.0;-455.47;;;;
187.5;0.0;-375.0;-457.29;;;;
225.0;0.0;-375.0;-459.31;;;;
262.5;0.0;-375.0;-461.02;;;;
262.5;-37.5;-375.0;-461.3;;;;
225.0;-37.5;-375.0;-459.39;;;;
187.5;-37.5;-375.0;-457.33;;;;
150.0;-37.5;-375.0;-455.34;;;;
112.5;-37.5;-375.0;-453.78;;;;
75.0;-37.5;-375.0;-452.76;;;;
37.5;-37.5;-375.0;-452.27;;;;
0.0;-37.5;-375.0;-452.39;;;;
-37.5;-37.5;-375.0;-453.1;;;;
-75.0;-37.5;-375.0;-454.44;;;;
-112.5;-37.5;-375.0;-456.34;;;;
-150.0;-37.5;-375.0;-458.58;;;;
-187.5;-37.5;-375.0;-460.96;;;;
-225.0;-37.5;-375.0;-462.8;;;;
-262.5;-37.5;-375.0;-463.18;;;;
-262.5;-75.0;-375.0;-463.89;;;;
-225.0;-75.0;-375.0;-463.52;;;;
-187.5;-75.0;-375.0;-461.72;;;;
-150.0;-75.0;-375.0;-459.44;;;;
-112.5;-75.0;-375.0;-457.15;;;;
-75.0;-75.0;-375.0;-455.34;;;;
-37.5;-75.0;-375.0;-453.97;;;;
0.0;-75.0;-375.0;-453.14;;;;
37.5;-75.0;-375.0;-452.99;;;;
75.0;-75.0;-375.0;-453.59;;;;
112.5;-75.0;-375.0;-454.7;;;;
150.0;-75.0;-375.0;-456.25;;;;
187.5;-75.0;-375.0;-458.19;;;;
225.0;-75.0;-375.0;-460.38;;;;
262.5;-75.0;-375.0;-462.27;;;;
262.5;-112.5;-375.0;-464.33;;;;
225.0;-112.5;-375.0;-462.66;;;;
187.5;-112.5;-375.0;-460.54;;;;
150.0;-112.5;-375.0;-458.61;;;;
112.5;-112.5;-375.0;-456.87;;;;
75.0;-112.5;-375.0;-455.81;;;;
37.5;-112.5;-375.0;-455.24;;;;
0.0;-112.5;-375.0;-455.34;;;;
-37.5;-112.5;-375.0;-456.07;;;;
-75.0;-112.5;-375.0;-457.43;;;;
-112.5;-112.5;-375.0;-459.33;;;;
-150.0;-112.5;-375.0;-461.53;;;;
-187.5;-112.5;-375.0;-463.81;;;;
-225.0;-112.5;-375.0;-465.44;;;;
-262.5;-112.5;-375.0;-465.5;;;;
-262.5;-150.0;-375.0;-467.15;;;;
-225.0;-150.0;-375.0;-468.05;;;;
-187.5;-150.0;-375.0;-466.89;;;;
-150.0;-150.0;-375.0;-464.89;;;;
-112.5;-150.0;-375.0;-462.71;;;;
-75.0;-150.0;-375.0;-460.81;;;;
-37.5;-150.0;-375.0;-459.28;;;;
0.0;-150.0;-375.0;-458.65;;;;
37.5;-150.0;-375.0;-458.51;;;;
75.0;-150.0;-375.0;-459.14;;;;
112.5;-150.0;-375.0;-460.23;;;;
150.0;-150.0;-375.0;-461.89;;;;
187.5;-150.0;-375.0;-463.84;;;;
225.0;-150.0;-375.0;-465.72;;;;
262.5;-150.0;-375.0;-466.93;;;;
262.5;-187.5;-375.0;-469.23;;;;
225.0;-187.5;-375.0;-469.14;;;;
187.5;-187.5;-375.0;-467.8;;;;
150.0;-187.5;-375.0;-466.15;;;;
112.5;-187.5;-375.0;-464.55;;;;
75.0;-187.5;-375.0;-463.36;;;;
37.5;-187.5;-375.0;-462.81;;;;
0.0;-187.5;-375.0;-462.85;;;;
-37.5;-187.5;-375.0;-463.63;;;;
-75.0;-187.5;-375.0;-465.07;;;;
-112.5;-187.5;-375.0;-466.85;;;;
-150.0;-187.5;-375.0;-468.85;;;;
-187.5;-187.5;-375.0;-470.42;;;;
-225.0;-187.5;-375.0;-470.55;;;;
-262.5;-187.5;-375.0;-467.84;;;;
-262.5;-225.0;-375.0;-465.42;;;;
-225.0;-225.0;-375.0;-471.81;;;;
-187.5;-225.0;-375.0;-473.65;;;;
-150.0;-225.0;-375.0;-473.14;;;;
-112.5;-225.0;-375.0;-471.63;;;;
-75.0;-225.0;-375.0;-470.01;;;;
-37.5;-225.0;-375.0;-468.62;;;;
0.0;-225.0;-375.0;-467.92;;;;
37.5;-225.0;-375.0;-467.82;;;;
75.0;-225.0;-375.0;-468.42;;;;
112.5;-225.0;-375.0;-469.47;;;;
150.0;-225.0;-375.0;-470.68;;;;
187.5;-225.0;-375.0;-471.74;;;;
225.0;-225.0;-375.0;-471.86;;;;
262.5;-225.0;-375.0;-469.88;;;;
262.5;-262.5;-375.0;-465.84;;;;
225.0;-262.5;-375.0;-471.86;;;;
187.5;-262.5;-375.0;-474.1;;;;
150.0;-262.5;-375.0;-474.39;;;;
112.5;-262.5;-375.0;-473.87;;;;
75.0;-262.5;-375.0;-473.11;;;;
37.5;-262.5;-375.0;-472.71;;;;
0.0;-262.5;-375.0;-472.65;;;;
-37.5;-262.5;-375.0;-473.28;;;;
-75.0;-262.5;-375.0;-474.28;;;;
-112.5;-262.5;-375.0;-475.57;;;;
-150.0;-262.5;-375.0;-476.05;;;;
-187.5;-262.5;-375.0;-474.49;;;;
-225.0;-262.5;-375.0;-469.05;;;;
-262.5;-262.5;-375.0;-455.85;;;;
0;0;0;-453.73;;;;
-262.5;-262.5;-325.0;-415.73;;;;
-225.0;-262.5;-325.0;-435.09;;;;
-187.5;-262.5;-325.0;-446.31;;;;
-150.0;-262.5;-325.0;-452.83;;;;
-112.5;-262.5;-325.0;-456.47;;;;
-75.0;-262.5;-325.0;-458.51;;;;
-37.5;-262.5;-325.0;-459.67;;;;
0.0;-262.5;-325.0;-460.24;;;;
37.5;-262.5;-325.0;-460.46;;;;
75.0;-262.5;-325.0;-460.29;;;;
112.5;-262.5;-325.0;-459.52;;;;
150.0;-262.5;-325.0;-458.13;;;;
187.5;-262.5;-325.0;-455.42;;;;
225.0;-262.5;-325.0;-450.73;;;;
262.5;-262.5;-325.0;-442.77;;;;
262.5;-225.0;-325.0;-451.62;;;;
225.0;-225.0;-325.0;-456.35;;;;
187.5;-225.0;-325.0;-458.97;;;;
150.0;-225.0;-325.0;-460.14;;;;
112.5;-225.0;-325.0;-460.72;;;;
75.0;-225.0;-325.0;-460.84;;;;
37.5;-225.0;-325.0;-460.79;;;;
0.0;-225.0;-325.0;-460.69;;;;
-37.5;-225.0;-325.0;-460.62;;;;
-75.0;-225.0;-325.0;-460.09;;;;
-112.5;-225.0;-325.0;-459.28;;;;
-150.0;-225.0;-325.0;-457.24;;;;
-187.5;-225.0;-325.0;-453.55;;;;
-225.0;-225.0;-325.0;-446.68;;;;
-262.5;-225.0;-325.0;-434.2;;;;
-262.5;-187.5;-325.0;-444.16;;;;
-225.0;-187.5;-325.0;-452.14;;;;
-187.5;-187.5;-325.0;-456.41;;;;
-150.0;-187.5;-325.0;-458.56;;;;
-112.5;-187.5;-325.0;-459.43;;;;
-75.0;-187.5;-325.0;-459.63;;;;
-37.5;-187.5;-325.0;-459.67;;;;
0.0;-187.5;-325.0;-459.68;;;;
37.5;-187.5;-325.0;-459.71;;;;
75.0;-187.5;-325.0;-459.87;;;;
112.5;-187.5;-325.0;-460.03;;;;
150.0;-187.5;-325.0;-459.98;;;;
187.5;-187.5;-325.0;-459.53;;;;
225.0;-187.5;-325.0;-458.31;;;;
262.5;-187.5;-325.0;-455.51;;;;
262.5;-150.0;-325.0;-456.92;;;;
225.0;-150.0;-325.0;-458.56;;;;
187.5;-150.0;-325.0;-459.11;;;;
150.0;-150.0;-325.0;-459.0;;;;
112.5;-150.0;-325.0;-458.72;;;;
75.0;-150.0;-325.0;-458.4;;;;
37.5;-150.0;-325.0;-458.21;;;;
0.0;-150.0;-325.0;-458.1;;;;
-37.5;-150.0;-325.0;-458.3;;;;
-75.0;-150.0;-325.0;-458.51;;;;
-112.5;-150.0;-325.0;-458.65;;;;
-150.0;-150.0;-325.0;-458.32;;;;
-187.5;-150.0;-325.0;-457.27;;;;
-225.0;-150.0;-325.0;-454.59;;;;
-262.5;-150.0;-325.0;-448.78;;;;
-262.5;-112.5;-325.0;-451.26;;;;
-225.0;-112.5;-325.0;-455.39;;;;
-187.5;-112.5;-325.0;-457.22;;;;
-150.0;-112.5;-325.0;-457.82;;;;
-112.5;-112.5;-325.0;-457.69;;;;
-75.0;-112.5;-325.0;-457.37;;;;
-37.5;-112.5;-325.0;-456.87;;;;
0.0;-112.5;-325.0;-456.76;;;;
37.5;-112.5;-325.0;-456.68;;;;
75.0;-112.5;-325.0;-456.85;;;;
112.5;-112.5;-325.0;-457.29;;;;
150.0;-112.5;-325.0;-457.71;;;;
187.5;-112.5;-325.0;-458.07;;;;
225.0;-112.5;-325.0;-457.99;;;;
262.5;-112.5;-325.0;-457.05;;;;
262.5;-75.0;-325.0;-456.84;;;;
225.0;-75.0;-325.0;-457.47;;;;
187.5;-75.0;-325.0;-457.21;;;;
150.0;-75.0;-325.0;-456.77;;;;
112.5;-75.0;-325.0;-456.27;;;;
75.0;-75.0;-325.0;-455.84;;;;
37.5;-75.0;-325.0;-455.64;;;;
0.0;-75.0;-325.0;-455.71;;;;
-37.5;-75.0;-325.0;-455.91;;;;
-75.0;-75.0;-325.0;-456.51;;;;
-112.5;-75.0;-325.0;-456.94;;;;
-150.0;-75.0;-325.0;-457.2;;;;
-187.5;-75.0;-325.0;-456.99;;;;
-225.0;-75.0;-325.0;-455.64;;;;
-262.5;-75.0;-325.0;-452.29;;;;
-262.5;-37.5;-325.0;-452.65;;;;
-225.0;-37.5;-325.0;-455.75;;;;
-187.5;-37.5;-325.0;-456.89;;;;
-150.0;-37.5;-325.0;-457.02;;;;
-112.5;-37.5;-325.0;-456.71;;;;
-75.0;-37.5;-325.0;-456.08;;;;
-37.5;-37.5;-325.0;-455.62;;;;
0.0;-37.5;-325.0;-455.3;;;;
37.5;-37.5;-325.0;-455.2;;;;
75.0;-37.5;-325.0;-455.39;;;;
112.5;-37.5;-325.0;-455.78;;;;
150.0;-37.5;-325.0;-456.24;;;;
187.5;-37.5;-325.0;-456.82;;;;
225.0;-37.5;-325.0;-457.04;;;;
262.5;-37.5;-325.0;-456.61;;;;
262.5;0.0;-325.0;-456.44;;;;
225.0;0.0;-325.0;-456.93;;;;
187.5;0.0;-325.0;-456.78;;;;
150.0;0.0;-325.0;-456.32;;;;
112.5;0.0;-325.0;-455.9;;;;
75.0;0.0;-325.0;-455.61;;;;
37.5;0.0;-325.0;-455.38;;;;
0.0;0.0;-325.0;-455.49;;;;
-37.5;0.0;-325.0;-455.85;;;;
-75.0;0.0;-325.0;-456.34;;;;
-112.5;0.0;-325.0;-456.93;;;;
-150.0;0.0;-325.0;-457.24;;;;
-187.5;0.0;-325.0;-457.09;;;;
-225.0;0.0;-325.0;-455.96;;;;
-262.5;0.0;-325.0;-452.76;;;;
-262.5;37.5;-325.0;-452.39;;;;
-225.0;37.5;-325.0;-455.89;;;;
-187.5;37.5;-325.0;-457.43;;;;
-150.0;37.5;-325.0;-457.86;;;;
-112.5;37.5;-325.0;-457.69;;;;
-75.0;37.5;-325.0;-457.21;;;;
-37.5;37.5;-325.0;-456.65;;;;
0.0;37.5;-325.0;-456.34;;;;
37.5;37.5;-325.0;-456.26;;;;
75.0;37.5;-325.0;-456.38;;;;
112.5;37.5;-325.0;-456.57;;;;
150.0;37.5;-325.0;-456.87;;;;
187.5;37.5;-325.0;-457.14;;;;
225.0;37.5;-325.0;-457.15;;;;
262.5;37.5;-325.0;-456.44;;;;
262.5;75.0;-325.0;-456.3;;;;
225.0;75.0;-325.0;-457.42;;;;
187.5;75.0;-325.0;-457.76;;;;
150.0;75.0;-325.0;-457.8;;;;
112.5;75.0;-325.0;-457.62;;;;
75.0;75.0;-325.0;-457.49;;;;
37.5;75.0;-325.0;-457.46;;;;
0.0;75.0;-325.0;-457.6;;;;
-37.5;75.0;-325.0;-457.86;;;;
-75.0;75.0;-325.0;-458.33;;;;
-112.5;75.0;-325.0;-458.63;;;;
-150.0;75.0;-325.0;-458.61;;;;
-187.5;75.0;-325.0;-457.81;;;;
-225.0;75.0;-325.0;-455.64;;;;
-262.5;75.0;-325.0;-450.98;;;;
-262.5;112.5;-325.0;-447.27;;;;
-225.0;112.5;-325.0;-453.84;;;;
-187.5;112.5;-325.0;-457.41;;;;
-150.0;112.5;-325.0;-459.0;;;;
-112.5;112.5;-325.0;-459.62;;;;
-75.0;112.5;-325.0;-459.53;;;;
-37.5;112.5;-325.0;-459.35;;;;
0.0;112.5;-325.0;-459.17;;;;
37.5;112.5;-325.0;-458.93;;;;
75.0;112.5;-325.0;-458.92;;;;
112.5;112.5;-325.0;-458.87;;;;
150.0;112.5;-325.0;-458.71;;;;
187.5;112.5;-325.0;-458.34;;;;
225.0;112.5;-325.0;-457.38;;;;
262.5;112.5;-325.0;-455.42;;;;
262.5;150.0;-325.0;-453.46;;;;
225.0;150.0;-325.0;-456.44;;;;
187.5;150.0;-325.0;-458.25;;;;
150.0;150.0;-325.0;-459.17;;;;
112.5;150.0;-325.0;-459.63;;;;
75.0;150.0;-325.0;-459.85;;;;
37.5;150.0;-325.0;-460.11;;;;
0.0;150.0;-325.0;-460.25;;;;
-37.5;150.0;-325.0;-460.4;;;;
-75.0;150.0;-325.0;-460.27;;;;
-112.5;150.0;-325.0;-459.79;;;;
-150.0;150.0;-325.0;-458.38;;;;
-187.5;150.0;-325.0;-455.52;;;;
-225.0;150.0;-325.0;-450.03;;;;
-262.5;150.0;-325.0;-440.03;;;;
-262.5;187.5;-325.0;-426.57;;;;
-225.0;187.5;-325.0;-441.61;;;;
-187.5;187.5;-325.0;-450.44;;;;
-150.0;187.5;-325.0;-455.52;;;;
-112.5;187.5;-325.0;-458.24;;;;
-75.0;187.5;-325.0;-459.71;;;;
-37.5;187.5;-325.0;-460.38;;;;
0.0;187.5;-325.0;-460.62;;;;
37.5;187.5;-325.0;-460.52;;;;
75.0;187.5;-325.0;-460.25;;;;
112.5;187.5;-325.0;-459.72;;;;
150.0;187.5;-325.0;-458.64;;;;
187.5;187.5;-325.0;-456.92;;;;
225.0;187.5;-325.0;-453.92;;;;
262.5;187.5;-325.0;-449.15;;;;
262.5;225.0;-325.0;-441.16;;;;
225.0;225.0;-325.0;-448.06;;;;
187.5;225.0;-325.0;-452.6;;;;
150.0;225.0;-325.0;-455.59;;;;
112.5;225.0;-325.0;-457.46;;;;
75.0;225.0;-325.0;-458.62;;;;
37.5;225.0;-325.0;-459.03;;;;
0.0;225.0;-325.0;-458.99;;;;
-37.5;225.0;-325.0;-458.16;;;;
-75.0;225.0;-325.0;-456.49;;;;
-112.5;225.0;-325.0;-453.51;;;;
-150.0;225.0;-325.0;-448.38;;;;
-187.5;225.0;-325.0;-440.14;;;;
-225.0;225.0;-325.0;-426.31;;;;
-262.5;225.0;-325.0;-403.61;;;;
-262.5;262.5;-325.0;-365.24;;;;
-225.0;262.5;-325.0;-399.11;;;;
-187.5;262.5;-325.0;-420.17;;;;
-150.0;262.5;-325.0;-433.72;;;;
-112.5;262.5;-325.0;-442.49;;;;
-75.0;262.5;-325.0;-448.06;;;;
-37.5;262.5;-325.0;-451.54;;;;
0.0;262.5;-325.0;-453.54;;;;
37.5;262.5;-325.0;-454.08;;;;
75.0;262.5;-325.0;-453.41;;;;
112.5;262.5;-325.0;-451.41;;;;
150.0;262.5;-325.0;-448.29;;;;
187.5;262.5;-325.0;-443.54;;;;
225.0;262.5;-325.0;-436.9;;;;
262.5;262.5;-325.0;-427.3;;;;
0;0;0;-453.63;;;;
262.5;262.5;-275.0;-458.68;;;;
225.0;262.5;-275.0;-456.18;;;;
187.5;262.5;-275.0;-455.67;;;;
150.0;262.5;-275.0;-456.13;;;;
112.5;262.5;-275.0;-456.82;;;;
75.0;262.5;-275.0;-457.43;;;;
37.5;262.5;-275.0;-457.73;;;;
0.0;262.5;-275.0;-457.6;;;;
-37.5;262.5;-275.0;-457.17;;;;
-75.0;262.5;-275.0;-456.75;;;;
-112.5;262.5;-275.0;-456.8;;;;
-150.0;262.5;-275.0;-457.93;;;;
-187.5;262.5;-275.0;-461.92;;;;
-225.0;262.5;-275.0;-472.45;;;;
-262.5;262.5;-275.0;-497.28;;;;
-262.5;225.0;-275.0;-467.55;;;;
-225.0;225.0;-275.0;-458.74;;;;
-187.5;225.0;-275.0;-455.95;;;;
-150.0;225.0;-275.0;-455.56;;;;
-112.5;225.0;-275.0;-456.08;;;;
-75.0;225.0;-275.0;-456.79;;;;
-37.5;225.0;-275.0;-457.36;;;;
0.0;225.0;-275.0;-457.7;;;;
37.5;225.0;-275.0;-457.72;;;;
75.0;225.0;-275.0;-457.44;;;;
112.5;225.0;-275.0;-456.84;;;;
150.0;225.0;-275.0;-456.06;;;;
187.5;225.0;-275.0;-455.03;;;;
225.0;225.0;-275.0;-454.22;;;;
262.5;225.0;-275.0;-454.08;;;;
262.5;187.5;-275.0;-453.3;;;;
225.0;187.5;-275.0;-454.39;;;;
187.5;187.5;-275.0;-455.56;;;;
150.0;187.5;-275.0;-456.44;;;;
112.5;187.5;-275.0;-457.25;;;;
75.0;187.5;-275.0;-457.65;;;;
37.5;187.5;-275.0;-457.93;;;;
0.0;187.5;-275.0;-457.92;;;;
-37.5;187.5;-275.0;-457.83;;;;
-75.0;187.5;-275.0;-457.36;;;;
-112.5;187.5;-275.0;-456.62;;;;
-150.0;187.5;-275.0;-455.8;;;;
-187.5;187.5;-275.0;-454.85;;;;
-225.0;187.5;-275.0;-454.69;;;;
-262.5;187.5;-275.0;-456.77;;;;
-262.5;150.0;-275.0;-453.35;;;;
-225.0;150.0;-275.0;-453.77;;;;
-187.5;150.0;-275.0;-454.95;;;;
-150.0;150.0;-275.0;-456.07;;;;
-112.5;150.0;-275.0;-456.96;;;;
-75.0;150.0;-275.0;-457.5;;;;
-37.5;150.0;-275.0;-457.78;;;;
0.0;150.0;-275.0;-457.86;;;;
37.5;150.0;-275.0;-457.83;;;;
75.0;150.0;-275.0;-457.68;;;;
112.5;150.0;-275.0;-457.24;;;;
150.0;150.0;-275.0;-456.69;;;;
187.5;150.0;-275.0;-455.9;;;;
225.0;150.0;-275.0;-454.91;;;;
262.5;150.0;-275.0;-453.69;;;;
262.5;112.5;-275.0;-454.08;;;;
225.0;112.5;-275.0;-455.24;;;;
187.5;112.5;-275.0;-456.05;;;;
150.0;112.5;-275.0;-456.57;;;;
112.5;112.5;-275.0;-456.95;;;;
75.0;112.5;-275.0;-457.25;;;;
37.5;112.5;-275.0;-457.43;;;;
0.0;112.5;-275.0;-457.47;;;;
-37.5;112.5;-275.0;-457.53;;;;
-75.0;112.5;-275.0;-457.28;;;;
-112.5;112.5;-275.0;-456.94;;;;
-150.0;112.5;-275.0;-456.33;;;;
-187.5;112.5;-275.0;-455.26;;;;
-225.0;112.5;-275.0;-453.87;;;;
-262.5;112.5;-275.0;-452.41;;;;
